aerolinea,codigo_vuelo,origen,destino,distancia,salida,duracion,retraso
YV,YV2824,PHX,TUS,110,1642,40,12
YV,YV7102,MTJ,DEN,197,616,73,5
YV,YV7383,ORD,OKC,693,1220,145,31
YV,YV2719,OKC,PHX,833,905,155,27
YV,YV7297,ORD,ABE,654,2051,101,88
YV,YV7423,ORD,ATW,160,1204,44,0
YV,YV7415,ORD,AUS,978,1401,159,40
YV,YV7494,ORD,BDL,783,2125,123,27
YV,YV7309,ORD,BMI,116,2340,49,119
YV,YV7199,ORD,BNA,409,1328,98,29
YV,YV7202,ORD,BNA,409,2354,87,156
YV,YV7226,ORD,BUF,473,2255,90,89
YV,YV7322,ORD,BUF,473,1632,141,64
YV,YV7188,ORD,CAE,666,2029,116,134
YV,YV7230,ORD,CAE,666,1857,118,164
YV,YV7278,ORD,CAK,344,2039,79,72
YV,YV7175,ORD,CHS,760,1353,141,23
YV,YV7248,ORD,CLT,599,2233,110,87
YV,YV7410,ORD,CLT,599,1923,112,78
YV,YV7241,ORD,DSM,299,2340,65,69
YV,YV7287,ORD,DSM,299,1006,96,44
YV,YV7264,ORD,FWA,157,1809,67,109
YV,YV7236,ORD,GRB,174,1321,91,40
YV,YV7362,ORD,GSP,577,1632,116,139
YV,YV7224,ORD,LAN,179,2131,72,18
YV,YV7186,ORD,MBS,222,2140,65,133
YV,YV7318,PIT,ORD,412,2111,123,115
YV,YV7164,ORD,SBN,84,2218,40,8
YV,YV7155,ORD,SPI,174,1909,58,162
YV,YV2627,ORF,CLT,290,938,82,11
YV,YV7310,ORF,ORD,717,1549,149,127
YV,YV2958,PHX,ASE,491,1000,130,17
YV,YV2779,PHX,BFL,425,1133,90,6
YV,YV2898,PHX,DRO,351,2020,105,32
YV,YV2816,PHX,DSM,1149,1019,174,23
YV,YV2855,PHX,FLG,119,1755,60,104
YV,YV2905,PHX,GJT,438,1740,110,92
YV,YV2885,PHX,IAH,1009,2335,150,33
YV,YV2923,PHX,ICT,870,1125,141,19
YV,YV2941,PHX,MEM,1263,955,170,-1
YV,YV2864,PHX,MFR,854,1906,129,48
YV,YV2815,PHX,OKC,833,2001,139,173
YV,YV2737,PHX,PSP,261,925,90,37
YV,YV2741,PHX,PSP,261,1133,71,27
YV,YV2762,PHX,RNO,601,1814,103,14
YV,YV2766,PHX,SAT,843,1326,129,17
YV,YV2983,PHX,SLC,507,1016,103,26
YV,YV2829,PHX,TUS,110,1950,47,12
YV,YV2849,PHX,YUM,160,2215,67,63
YV,YV2932,PHX,YUM,160,1725,64,75
YV,YV2662,PNS,CLT,488,1835,80,104
YV,YV2740,PSP,PHX,261,1215,60,21
YV,YV2922,PSP,PHX,261,1020,80,40
YV,YV7311,PWM,ORD,900,1137,163,45
YV,YV7270,ROA,IAD,177,1850,60,13
YV,YV7251,SAT,DEN,794,842,146,150
YV,YV7441,SAT,IAD,1362,1730,162,22
YV,YV7332,SAV,IAD,515,1449,90,9
YV,YV2823,SBA,PHX,455,950,88,8
YV,YV7305,SBN,ORD,84,1440,96,64
YV,YV2867,SLC,PHX,507,1215,99,7
YV,YV7294,SPI,IAD,657,2038,106,166
YV,YV7238,SPI,ORD,174,1557,66,64
YV,YV7256,SPI,ORD,174,1857,71,38
YV,YV7147,SYR,ORD,607,2035,118,93
YV,YV2954,TEX,PHX,387,1220,140,42
YV,YV2861,YUM,LAS,238,2337,70,47
YV,YV2933,YUM,PHX,160,1844,60,51
OO,OO1976,ORD,CVG,264,647,80,44
OO,OO1977,ATL,BHM,134,1759,48,22
OO,OO1979,CVG,DFW,812,1652,175,55
OO,OO1980,CVG,DEN,1069,947,196,50
OO,OO1981,DEN,CVG,1069,1145,149,31
OO,OO1982,ATL,MSP,906,1715,150,61
OO,OO1987,BNA,ATL,214,1507,77,31
OO,OO1988,DFW,CVG,812,1807,121,14
OO,OO1989,ATL,GSP,153,2251,61,15
OO,OO1994,ATL,BUF,712,1207,110,-7
OO,OO1996,CVG,ORD,264,2215,83,53
OO,OO1997,BUF,ATL,712,755,160,41
OO,OO1998,ATL,BNA,214,1742,66,30
OO,OO2500,MKE,MSP,297,1227,73,5
OO,OO2503,MKE,MSP,297,1658,74,37
OO,OO2504,MSP,MKE,297,1835,67,37
OO,OO2508,MCI,SAT,706,2015,115,11
OO,OO2516,PIT,MKE,431,1527,89,6
OO,OO2536,MKE,BDL,780,1634,126,20
OO,OO2537,BDL,MKE,780,2012,149,33
OO,OO2548,MKE,MSN,74,2242,38,60
OO,OO2555,PHL,MKE,690,1615,155,123
OO,OO2558,MKE,PHL,690,1950,121,16
OO,OO2575,MKE,PIT,431,2014,94,33
OO,OO2580,MKE,PIT,431,1232,90,12
OO,OO2591,MCI,CMH,633,1427,101,2
OO,OO2593,MCI,CMH,633,2025,91,15
OO,OO2620,MKE,MSN,74,1335,31,11
OO,OO2621,MSN,MKE,74,1434,34,9
OO,OO2675,MKE,OMA,426,1958,80,28
OO,OO2693,MCI,MSN,386,1855,87,23
OO,OO2703,MKE,RDU,689,1452,113,20
OO,OO2704,RDU,MKE,689,1832,133,40
OO,OO2705,MKE,RDU,689,2021,113,34
OO,OO2802,MKE,BWI,641,1138,127,20
OO,OO2803,BWI,MKE,641,1516,123,26
OO,OO2804,MKE,BWI,641,1638,123,11
OO,OO2805,BWI,MKE,641,2010,114,9
OO,OO2871,EWR,MKE,725,1214,146,69
OO,OO2872,MKE,EWR,725,1222,145,57
OO,OO2873,EWR,MKE,725,1615,143,48
OO,OO2874,MKE,EWR,725,1420,153,60
OO,OO2875,EWR,MKE,725,1816,131,27
OO,OO2876,MKE,EWR,725,1954,128,16
OO,OO2879,EWR,MKE,725,2232,133,90
OO,OO2880,MKE,EWR,725,1830,154,104
OO,OO2912,COS,MCI,538,1026,88,-5
OO,OO2932,MCI,AUS,650,1435,104,24
OO,OO2933,AUS,MCI,650,1700,110,30
OO,OO3683,SUN,SLC,223,1011,56,17
OO,OO3687,SUN,SLC,223,1146,54,-5
OO,OO3692,SLC,SUN,223,1533,78,15
OO,OO3705,SLC,SGU,269,1031,79,40
OO,OO3706,SLC,SGU,269,1147,71,19
OO,OO3709,SLC,SUN,223,846,77,42
OO,OO3722,SLC,CPR,320,1119,84,11
OO,OO3731,SLC,SGU,269,1528,89,17
OO,OO3735,SLC,TWF,175,1136,54,-4
OO,OO3737,SLC,TWF,175,1758,55,22
OO,OO3743,SLC,YUM,580,2116,105,6
OO,OO3747,DRO,SLC,338,911,77,0
OO,OO3748,SLC,SBA,615,2111,129,26
OO,OO3754,SLC,ELP,693,2014,129,21
OO,OO3767,SLE,SLC,628,1303,105,3
OO,OO3773,SLC,IDA,188,2104,65,87
OO,OO3775,SLC,GEG,546,1504,105,9
OO,OO3778,SLC,OMA,839,1355,141,29
OO,OO3780,SLC,BOI,291,1556,67,24
OO,OO3782,SLC,TUS,601,2116,116,27
OO,OO3811,SLC,MSO,436,1314,87,14
OO,OO3819,SLC,ABQ,493,1653,88,-4
OO,OO3820,SLC,BZN,347,1010,78,23
OO,OO3824,SLC,RAP,508,2000,92,25
OO,OO3828,SLC,BZN,347,1508,73,4
OO,OO3830,BZN,SLC,347,1149,71,15
OO,OO3833,SLC,SJC,585,1657,113,63
OO,OO3834,YKM,SLC,586,1220,89,14
OO,OO3843,SLC,DRO,338,1140,65,12
OO,OO3844,SLC,FAT,501,2126,99,13
OO,OO3845,SLC,SLE,628,1144,114,28
OO,OO3847,SLC,MSO,436,1626,92,80
OO,OO3849,SLC,RNO,422,1547,86,13
OO,OO3852,SLC,MCI,919,1949,137,5
OO,OO3853,TUS,SLC,601,1244,108,14
OO,OO3855,SLC,MRY,607,2158,103,6
OO,OO3858,SLC,MSO,436,2000,101,31
OO,OO3864,SLC,BOI,291,1039,69,26
OO,OO3867,RNO,SLC,422,1826,79,24
OO,OO3869,SMF,SLC,532,1810,96,16
OO,OO3876,MSO,SLC,436,1814,74,61
OO,OO3880,SLC,HLN,402,2147,79,1
OO,OO3881,SLC,LWS,461,2139,88,9
OO,OO3886,SLC,SLE,628,2112,114,16
OO,OO3889,SLC,GTF,463,2133,93,7
OO,OO3897,SLC,TUS,601,2018,118,41
OO,OO3898,SLC,BIL,387,1556,75,42
OO,OO3904,SLC,BTM,357,2148,75,-2
OO,OO3910,SLC,BZN,347,1150,67,27
OO,OO3912,BIL,SLC,387,1201,79,15
OO,OO3913,SLC,BUR,574,1154,111,44
OO,OO3915,SLC,PSP,541,2110,105,22
OO,OO3922,SLC,BZN,347,1333,90,31
OO,OO3932,PSP,SLC,541,1241,100,23
OO,OO3933,BOI,SLC,291,1209,63,16
OO,OO3934,TUL,SLC,926,1422,169,16
OO,OO3935,BZN,SLC,347,1518,67,11
OO,OO3944,SLC,LGB,589,1707,112,25
OO,OO3946,SLC,TUL,926,1942,150,3
OO,OO3949,SLC,LGB,589,900,108,20
OO,OO3953,SLC,BUR,574,2108,132,29
OO,OO3955,GJT,SLC,217,1813,57,5
OO,OO3963,SLC,OAK,588,1659,125,9
OO,OO3967,OMA,SLC,839,1750,151,33
OO,OO3976,SLC,COS,410,1943,103,22
OO,OO3980,SLC,GTF,463,1625,94,85
OO,OO3984,BUR,SLC,574,1340,101,67
OO,OO3985,SLC,PDX,630,1533,116,5
OO,OO3986,SLC,TUS,601,1027,120,21
OO,OO3994,SLC,RNO,422,1743,83,32
OO,OO3998,ATL,MEM,332,1800,83,39
OO,OO4000,MKE,SLC,1246,636,215,12
OO,OO4001,SLC,JAC,205,1655,68,24
OO,OO4004,SLC,ASE,291,1225,71,56
OO,OO4005,SLC,PDX,630,1424,111,27
OO,OO4006,SLC,DEN,391,1112,80,7
OO,OO4015,BHM,SLC,1472,1826,272,86
OO,OO4019,SLC,SEA,689,1700,123,1
OO,OO4020,SLC,SFO,599,1953,131,34
OO,OO4021,SLC,IAH,1195,1943,155,-17
OO,OO4025,SLC,OAK,588,1154,117,7
OO,OO4026,SLC,CMH,1529,1738,204,7
OO,OO4027,CMH,SLC,1529,715,256,31
OO,OO4030,SLC,FCA,532,2217,102,44
OO,OO4031,HDN,SLC,251,1329,67,22
OO,OO4034,SLC,CLE,1565,1022,243,25
OO,OO4037,OAK,SLC,588,1320,108,14
OO,OO4039,IAH,SLC,1195,1639,207,28
OO,OO4040,SLC,PSC,521,2230,85,53
OO,OO4041,SLC,SFO,599,2157,121,33
OO,OO4042,ASE,SLC,291,1230,76,51
OO,OO4043,STL,SLC,1156,1437,208,52
OO,OO4044,SLC,BZN,347,2240,65,56
OO,OO4045,SLC,RNO,422,2240,80,50
OO,OO4051,BZN,SLC,347,1352,60,32
OO,OO4054,SLC,STL,1156,2025,162,50
OO,OO4055,MSP,SLC,991,1929,209,106
OO,OO4058,SLC,BNA,1403,1019,192,18
OO,OO4062,SLC,OAK,588,2150,120,10
OO,OO4066,SLC,SFO,599,1410,116,4
OO,OO4067,JAC,SLC,205,1841,68,44
OO,OO4068,SLC,AUS,1085,2123,160,100
OO,OO4069,SLC,DFW,988,1420,144,36
OO,OO4070,SLC,MKE,1246,2125,195,127
OO,OO4073,PHX,SLC,507,1915,89,114
OO,OO4075,SLC,LIT,1156,951,142,-22
OO,OO4077,SLC,DEN,391,1740,96,165
OO,OO4078,SLC,LAS,368,1018,91,47
OO,OO4079,DEN,SLC,391,1312,90,17
OO,OO4081,CLE,SLC,1565,1722,317,107
OO,OO4086,SLC,ONT,558,1744,95,57
OO,OO4094,JAC,SLC,205,1159,48,1
OO,OO4097,SLC,BUR,574,1504,100,0
OO,OO4119,DEN,SLC,391,1955,85,165
OO,OO4120,ASE,SLC,291,1410,69,54
OO,OO4121,SLC,SAN,626,842,114,7
OO,OO4122,SAN,SLC,626,1010,109,3
OO,OO4129,SLC,PHX,507,1700,100,124
OO,OO4130,SLC,PDX,630,1936,143,31
OO,OO4137,DEN,SLC,391,907,93,10
OO,OO4140,SLC,DEN,391,840,93,6
OO,OO4142,PHX,SLC,507,1905,95,10
OO,OO5407,SAN,LAX,109,1017,42,27
OO,OO5410,LAX,SAN,109,1037,48,3
OO,OO5411,SAN,LAX,109,1250,42,27
OO,OO5412,SAN,LAX,109,1328,41,11
OO,OO5429,BFL,LAX,109,1501,52,8
OO,OO5438,ONT,LAX,47,730,25,1
OO,OO5441,LAX,PSP,110,1846,46,11
OO,OO5460,ONT,LAX,47,1144,27,-3
OO,OO5462,LAX,PSP,110,1433,47,8
OO,OO5471,SNA,LAX,36,1215,45,30
OO,OO5474,SFO,ACV,250,906,64,9
OO,OO5475,SFO,ACV,250,1447,64,-7
OO,OO5478,SFO,ACV,250,1345,68,17
OO,OO5483,LAX,ONT,47,2013,38,11
OO,OO5490,SFO,SBA,262,1946,77,15
OO,OO5496,SFO,SBP,191,2130,63,8
OO,OO5508,SBP,LAX,155,830,60,92
OO,OO5531,LAX,PSP,110,1304,53,64
OO,OO5540,FAT,LAX,209,1717,63,23
OO,OO5549,SMF,SFO,86,2121,39,24
OO,OO5551,SFO,SMF,86,729,54,32
OO,OO5556,SFO,RDD,199,2050,54,22
OO,OO5573,SBA,SFO,262,1400,83,9
OO,OO5579,LAX,FAT,209,1553,64,27
OO,OO5708,PDX,EUG,106,1148,38,35
OO,OO5712,PSP,LAS,173,1645,54,24
OO,OO5714,LAX,SGU,348,1348,91,4
OO,OO5740,YUM,IPL,58,1706,30,4
OO,OO5741,SFO,MOD,78,1149,37,49
OO,OO5750,LAX,CLD,86,1614,43,7
OO,OO5751,LAX,MOD,292,1622,81,4
OO,OO5761,MOD,LAX,292,1423,74,42
OO,OO5769,MOD,LAX,292,1112,84,77
OO,OO5774,PSP,LAS,173,1415,58,51
OO,OO5786,PDX,EUG,106,1341,33,8
OO,OO5802,ORD,LEX,323,1445,75,40
OO,OO5804,FSD,ORD,462,1344,99,27
OO,OO5806,ORD,BTV,763,1000,164,105
OO,OO5811,OMA,ORD,416,1641,90,124
OO,OO5814,ORD,CLE,316,1615,123,60
OO,OO5816,ROA,ORD,531,1829,132,392
OO,OO5820,SDF,ORD,286,2106,92,153
OO,OO5823,DEN,FCA,753,2119,134,23
OO,OO5825,CLE,ORD,316,1710,110,110
OO,OO5828,MKE,ORD,67,1355,51,11
OO,OO5830,ORD,CHS,760,2130,116,120
OO,OO5835,ORD,CLE,316,1621,137,146
OO,OO5839,DFW,ORD,802,1040,144,63
OO,OO5841,ASE,LAX,737,1110,134,25
OO,OO5845,ORD,FSD,462,1743,104,34
OO,OO5846,PIT,ORD,412,1515,114,65
OO,OO5848,MEM,ORD,491,1543,121,119
OO,OO5849,FAR,DEN,627,1303,113,56
OO,OO5852,LAX,ASE,737,1301,128,11
OO,OO5854,ASE,ORD,1013,1847,157,141
OO,OO5856,BOI,ORD,1437,1304,220,51
OO,OO5857,ORD,PIA,130,2231,49,58
OO,OO5858,XNA,ORD,522,1942,132,175
OO,OO5859,SFO,BUR,326,1639,71,27
OO,OO5861,ORD,ASE,1013,837,179,23
OO,OO5868,ORD,SDF,286,2338,70,130
OO,OO5871,ORD,COS,911,2044,159,121
OO,OO5872,COS,DEN,72,1420,50,117
OO,OO5876,ASE,ORD,1013,840,193,60
OO,OO5878,ASE,ORD,1013,1438,169,126
OO,OO5880,DEN,LNK,423,1346,75,54
OO,OO5882,DEN,OKC,495,1407,82,28
OO,OO5883,BHM,ORD,584,1554,150,130
OO,OO5885,DEN,BZN,525,1905,107,54
OO,OO5887,MKE,ORD,67,1557,50,81
OO,OO5889,DEN,GUC,152,2133,55,64
OO,OO5890,GUC,DEN,152,806,77,29
OO,OO5892,BZN,ORD,1186,1350,209,115
OO,OO5893,ORD,BOI,1437,1042,268,61
OO,OO5899,ORD,AZO,122,1412,65,28
OO,OO5900,DEN,LNK,423,1006,76,-3
OO,OO5902,TVC,ORD,224,1651,71,68
OO,OO5904,ORD,TVC,224,2152,59,134
OO,OO5905,ORD,MSN,109,1827,56,98
OO,OO5906,ORD,OKC,693,2238,111,140
OO,OO5909,ORD,IAH,925,822,175,28
OO,OO5911,CLE,ORD,316,1512,94,91
OO,OO5912,ORD,CLE,316,1148,109,84
OO,OO5915,AUS,ORD,978,1848,199,122
OO,OO5918,ORD,SAV,773,1346,141,27
OO,OO5922,COS,ORD,911,1840,190,165
OO,OO5924,ORF,ORD,717,1855,207,137
OO,OO5925,BHM,DEN,1082,1656,201,48
OO,OO5929,TUL,ORD,585,1948,141,128
OO,OO5930,SFO,PSP,421,809,82,24
OO,OO5932,ORD,CRW,416,1550,94,88
OO,OO5933,COS,DEN,72,1410,51,18
OO,OO5939,ORD,ATW,160,2300,69,102
OO,OO5940,ASE,DEN,125,1144,49,57
OO,OO5941,CVG,ORD,264,2337,90,175
OO,OO5942,TYS,ORD,475,2111,102,73
OO,OO5943,ORD,AVP,631,2006,126,56
OO,OO5944,ORD,FAR,557,1529,116,16
OO,OO5945,SAV,ORD,773,1827,182,105
OO,OO5946,ICT,ORD,588,1908,140,116
OO,OO5949,GJT,DEN,212,1653,50,96
OO,OO5951,ORD,MEM,491,901,92,18
OO,OO5956,ORD,MCI,403,1538,95,26
OO,OO5961,PIA,ORD,130,2010,65,125
OO,OO5963,PIA,ORD,130,1501,77,53
OO,OO5968,GJT,DEN,212,1908,65,15
OO,OO5970,ORD,ABE,654,1736,114,71
OO,OO5976,DEN,MSN,826,1307,129,26
OO,OO5978,ORD,AUS,978,2035,169,54
OO,OO5982,IND,ORD,177,1514,110,73
OO,OO5986,DEN,AUS,775,1443,129,54
OO,OO5990,HDN,ORD,1009,1258,171,44
OO,OO5991,ORD,XNA,522,1925,103,102
OO,OO5994,OKC,DEN,495,1926,104,26
OO,OO5996,LAX,SAT,1210,1219,174,21
OO,OO6000,SGF,ORD,438,1338,104,24
OO,OO6001,OMA,ORD,416,1904,110,145
OO,OO6004,MSN,ORD,109,1446,136,108
OO,OO6006,CID,ORD,196,1331,81,25
OO,OO6008,DEN,OKC,495,1635,85,24
OO,OO6010,ORD,MSN,109,2302,48,84
OO,OO6011,LEX,ORD,323,1407,95,27
OO,OO6012,ORD,TUL,585,2031,107,-2
OO,OO6015,ORD,FAR,557,1025,114,40
OO,OO6022,DTW,ORD,235,1424,87,36
OO,OO6023,ORD,MEM,491,1642,128,139
OO,OO6024,ORD,MLI,139,1858,52,119
OO,OO6026,FAR,ORD,557,1351,137,54
OO,OO6027,SDF,ORD,286,1725,102,90
OO,OO6031,FAR,ORD,557,1234,115,400
OO,OO6032,MLI,DEN,751,2011,129,99
OO,OO6034,MSN,ORD,109,1825,59,129
OO,OO6037,ORD,FSD,462,2217,92,112
OO,OO6040,ORD,OMA,416,1655,101,127
OO,OO6041,DEN,DRO,251,1733,68,11
OO,OO6043,ORD,CRW,416,1940,84,6
OO,OO6044,SYR,ORD,607,1226,136,12
OO,OO6046,DRO,DEN,251,806,82,16
OO,OO6048,ORD,CHS,760,1118,158,58
OO,OO6053,ORD,GRR,137,2342,56,148
OO,OO6057,OKC,LAX,1187,1702,186,28
OO,OO6059,RNO,SFO,192,2048,65,13
OO,OO6062,ORD,MKE,67,1639,55,65
OO,OO6064,PSP,DEN,776,949,126,12
OO,OO6069,SLC,SFO,599,1305,163,171
OO,OO6086,GUC,DEN,152,1313,70,38
OO,OO6101,DEN,PIA,793,1934,123,41
OO,OO6102,ORD,SDF,286,2215,66,146
OO,OO6123,ORD,SDF,286,1321,93,23
OO,OO6126,MLI,ORD,139,2037,70,102
OO,OO6145,ORD,DSM,299,1741,88,57
OO,OO6153,ORD,ATW,160,1851,61,131
OO,OO6154,ORD,GRB,174,1832,55,42
OO,OO6155,FWA,ORD,157,1044,73,80
OO,OO6156,ORD,ORF,717,2145,116,123
OO,OO6158,DEN,SGF,637,1022,100,10
OO,OO6161,GRB,ORD,174,1143,54,7
OO,OO6172,TVC,ORD,224,942,114,51
OO,OO6189,ORD,XNA,522,1517,112,22
OO,OO6219,LAX,DFW,1235,1436,181,15
OO,OO6226,ORD,BHM,584,1433,117,47
OO,OO6304,ORD,CVG,264,2109,74,195
OO,OO6320,IAH,DEN,861,1148,163,46
OO,OO6322,BUR,SFO,326,1805,68,6
OO,OO6324,FSD,ORD,462,2031,107,133
OO,OO6326,DEN,DAY,1084,1107,148,53
OO,OO6327,DEN,ASE,125,2148,57,103
OO,OO6334,SFO,EUG,451,2114,88,8
OO,OO6338,BOI,SFO,522,1530,116,15
OO,OO6340,SLC,DEN,391,1136,82,38
OO,OO6342,ORD,MEM,491,1831,97,130
OO,OO6347,MCI,DEN,533,1739,135,46
OO,OO6350,SFO,ONT,363,1032,93,26
OO,OO6351,LNK,DEN,423,1322,86,68
OO,OO6352,SFO,TUS,751,1902,124,15
OO,OO6360,SFO,SLC,599,1617,104,25
OO,OO6362,SFO,ONT,363,1840,77,68
OO,OO6365,SLC,SFO,599,1942,121,31
OO,OO6368,PSP,SFO,421,1653,81,23
OO,OO6370,ONT,SFO,363,2023,73,54
OO,OO6373,ORD,SAT,1041,1532,173,38
OO,OO6374,PSP,SFO,421,705,80,-7
OO,OO6375,EUG,SFO,451,1338,89,8
OO,OO6383,BOI,SFO,522,1447,97,54
OO,OO6386,SFO,BOI,522,1559,92,43
OO,OO6387,SFO,PSP,421,2202,74,31
OO,OO6389,SLC,SFO,599,813,118,128
OO,OO6396,SFO,BUR,326,1039,76,33
OO,OO6397,SFO,ONT,363,1506,90,82
OO,OO6399,FCA,DEN,753,1647,115,111
OO,OO6402,SFO,EUG,451,1646,90,0
OO,OO6406,SFO,EUG,451,1146,89,16
OO,OO6415,SFO,PMD,316,1947,65,0
OO,OO6416,SFO,ABQ,896,1231,140,10
OO,OO6417,ORD,ASE,1013,1900,178,108
OO,OO6422,SFO,ABQ,896,2109,146,19
OO,OO6423,ONT,SFO,363,1228,71,7
OO,OO6425,ASE,LAX,737,2204,124,135
OO,OO6431,SAT,LAX,1210,1855,186,29
OO,OO6433,LAX,FAT,209,2247,63,6
OO,OO6436,LAX,ABQ,677,2054,119,28
OO,OO6438,DEN,BNA,1013,2108,158,110
OO,OO6439,ORD,CWA,213,2243,64,131
OO,OO6440,LAX,COS,833,1254,132,8
OO,OO6445,LAX,TUS,451,158,85,223
OO,OO6449,ORD,SLC,1249,1948,207,137
OO,OO6450,LNK,ORD,466,1828,127,200
OO,OO6452,TUS,LAX,451,1120,87,17
OO,OO6458,LAX,TUS,451,2103,89,15
OO,OO6464,SGF,ORD,438,1620,147,103
OO,OO6466,LAX,SLC,590,817,111,47
OO,OO6469,SLC,LAX,590,1954,118,16
OO,OO6470,LAX,SLC,590,2332,103,131
OO,OO6475,SMF,LAX,373,2055,89,14
OO,OO6476,ORD,CVG,264,1645,106,90
OO,OO6477,SMF,LAX,373,1523,97,47
OO,OO6478,BZN,DEN,525,1416,99,51
OO,OO6480,ICT,LAX,1203,1606,190,9
OO,OO6485,ORD,SGF,438,2050,93,119
OO,OO6489,RNO,LAX,390,14,82,256
OO,OO6490,LAX,TUS,451,1835,98,35
OO,OO6492,COS,LAX,833,1645,149,11
OO,OO6496,LAX,COS,833,1923,141,26
OO,OO6498,LAX,TUS,451,1419,88,13
OO,OO6503,SFO,EUG,451,1834,89,6
OO,OO6511,LAX,FAT,209,2111,67,9
OO,OO6514,COS,LAX,833,1202,142,23
OO,OO6515,LAX,OAK,337,1131,75,1
OO,OO6516,FAT,LAX,209,532,60,36
OO,OO6517,TUS,LAX,451,643,80,-6
OO,OO6519,SJC,LAX,308,1911,92,54
OO,OO6520,ASE,DEN,125,1213,54,51
OO,OO6522,PHX,LAX,370,1632,83,10
OO,OO6526,LAX,PHX,370,651,80,11
OO,OO6527,BOI,LAX,674,1157,128,39
OO,OO6528,PHX,LAX,370,2129,85,9
OO,OO6532,BUR,DEN,850,1352,135,1
OO,OO6533,IDA,DEN,458,1642,74,1
OO,OO6534,IDA,DEN,458,1341,84,21
OO,OO6535,LNK,DEN,423,2021,84,45
OO,OO6538,DEN,IDA,458,2109,111,24
OO,OO6541,DEN,BIS,517,1008,113,19
OO,OO6542,DEN,ASE,125,943,44,9
OO,OO6544,ASE,DEN,125,2019,51,75
OO,OO6548,MKE,DEN,895,1759,152,41
OO,OO6558,SFO,RNO,192,1406,51,42
OO,OO6561,DEN,GTF,624,2258,106,108
OO,OO6566,MSN,DEN,826,1942,134,69
OO,OO6567,ORD,COS,911,2227,147,122
OO,OO6568,DEN,ASE,125,859,58,39
OO,OO6569,FSD,DEN,483,1948,84,10
OO,OO6570,HSV,DEN,1048,1655,192,164
OO,OO6571,ORD,LNK,466,1123,100,99
OO,OO6572,DEN,ASE,125,1750,91,50
OO,OO6573,HDN,DEN,142,1519,49,55
OO,OO6574,ASE,DEN,125,1318,54,53
OO,OO6575,BIL,DEN,455,1934,88,7
OO,OO6579,DEN,ASE,125,1345,44,15
OO,OO6585,ORD,CWA,213,1521,64,34
OO,OO6588,RNO,SFO,192,1518,64,37
OO,OO6590,DEN,MEM,872,1032,123,15
OO,OO6591,DEN,SGF,637,1239,96,15
OO,OO6592,DEN,MSN,826,1955,142,36
OO,OO6593,DEN,BIL,455,901,97,41
OO,OO6594,CWA,ORD,213,1717,57,49
OO,OO6596,DEN,TYS,1162,1946,152,61
OO,OO6597,MFR,DEN,964,1421,132,18
OO,OO6602,MEM,DEN,872,2029,166,135
OO,OO6604,DEN,BHM,1082,1950,148,36
OO,OO6608,SLC,DEN,391,755,96,41
OO,OO6609,DEN,ASE,125,1635,71,72
OO,OO6610,HDN,DEN,142,1731,58,34
OO,OO6611,DEN,BOI,649,918,132,39
OO,OO6612,SLC,DEN,391,629,127,44
OO,OO6615,GTF,DEN,624,1705,105,55
OO,OO6619,DEN,COS,72,1846,29,97
OO,OO6620,DEN,ASE,125,1521,42,41
OO,OO6621,DEN,MLI,751,1624,154,83
OO,OO6623,DEN,BUR,850,1504,151,11
OO,OO6625,BZN,DEN,525,1059,85,9
OO,OO6629,DEN,SBA,916,1902,147,45
OO,OO6631,ORD,BNA,409,1848,92,10
OO,OO6634,DEN,SGF,637,1554,90,-1
OO,OO6635,BIS,DEN,517,632,94,-6
OO,OO6636,DEN,BIS,517,1920,98,12
OO,OO6639,BZN,DEN,525,1649,87,-1
OO,OO6649,ORD,CHS,760,841,131,28
OO,OO6650,DEN,SLC,391,2025,85,41
OO,OO6652,DEN,ASE,125,1810,46,82
OO,OO6653,TUS,DEN,639,1711,119,15
OO,OO6656,DEN,BNA,1013,1105,133,7
OO,OO6662,DEN,MSN,826,1044,129,12
OO,OO6663,DEN,EUG,997,1147,165,-2
OO,OO6664,BNA,ORD,409,638,87,21
OO,OO6667,CID,DEN,692,1911,128,23
OO,OO6674,FAT,DEN,844,649,159,74
OO,OO6680,DEN,ASE,125,2141,60,34
OO,OO6684,SAT,ORD,1041,1920,171,126
OO,OO6693,ORD,LAN,179,1112,66,19
OO,OO6694,CLE,DEN,1201,2013,213,161
OO,OO6699,ELP,DEN,563,1824,114,19
OO,OO6703,ORD,MEM,491,2051,102,67
OO,OO6705,MSO,DEN,679,1756,109,50
OO,OO6716,ASE,DEN,125,706,69,15
OO,OO6723,PSC,DEN,853,1057,129,15
OO,OO6725,DEN,PSC,853,2241,141,97
OO,OO6726,BOI,DEN,649,1207,102,7
OO,OO6728,DEN,MKE,895,2214,146,150
OO,OO6738,COS,DEN,72,1611,62,28
OO,OO6740,ORD,IAH,925,2218,139,102
OO,OO6752,SYR,ORD,607,943,133,38
OO,OO6753,DEN,TUS,639,1527,112,7
OO,OO6756,ORD,SAV,773,2204,128,147
OO,OO6757,CLE,ORD,316,2105,112,142
OO,OO6760,SDF,ORD,286,1416,120,77
OO,OO6761,ORD,LNK,466,2119,97,38
OO,OO6762,SBA,DEN,916,1458,140,48
UA,UA1,ORD,HNL,4243,1030,551,19
UA,UA2,HNL,ORD,4243,1724,495,33
