nombre,genero,edad,pais,anio,evento,medalla
michelle-lee raquel ahye,f,24,trinidad and tobago,2016,athletics women's 100 metres,na
michelle-lee raquel ahye,f,24,trinidad and tobago,2016,athletics women's 200 metres,na
chrif baba aidara,m,24,mauritania,1992,athletics men's 800 metres,na
chrif baba aidara,m,28,mauritania,1996,athletics men's 800 metres,na
neringa aidietyt,f,29,lithuania,2012,athletics women's 20 kilometres walk,na
neringa aidietyt,f,33,lithuania,2016,athletics women's 20 kilometres walk,na
michael christopher aish,m,24,new zealand,2000,athletics men's 10000 metres,na
michael christopher aish,m,28,new zealand,2004,athletics men's 5000 metres,na
nicolas assat,m,24,france,2004,athletics men's 800 metres,na
rachid ait atmane,m,23,algeria,2016,football men's football,na
hamid ait bighrade,m,28,morocco,2004,boxing men's bantamweight,na
anasse at el abdia,m,23,morocco,2016,cycling men's road race individual,na
miloud ait hammi,m,26,morocco,2004,boxing men's welterweight,na
amina mina at hammou,f,22,morocco,2000,athletics women's 800 metres,na
amina mina at hammou,f,26,morocco,2004,athletics women's 800 metres,na
seltana at hammou,f,24,morocco,2004,athletics women's 800 metres,na
souad at salem (-mahour-bacha),f,25,algeria,2004,athletics women's 5000 metres,na
souad at salem (-mahour-bacha),f,25,algeria,2004,athletics women's 10000 metres,na
souad at salem (-mahour-bacha),f,29,algeria,2008,athletics women's marathon,na
souad at salem (-mahour-bacha),f,33,algeria,2012,athletics women's marathon,na
souad at salem (-mahour-bacha),f,37,algeria,2016,athletics women's marathon,na
brett aitken,m,21,australia,1992,cycling men's team pursuit 4000 metres,silver
brett aitken,m,25,australia,1996,cycling men's team pursuit 4000 metres,bronze
brett aitken,m,29,australia,2000,cycling men's team pursuit 4000 metres,na
brett aitken,m,29,australia,2000,cycling men's madison,gold
marina aleksandrovna aitova (korzhova-),f,21,kazakhstan,2004,athletics women's high jump,na
marina aleksandrovna aitova (korzhova-),f,25,kazakhstan,2008,athletics women's high jump,na
yakubu aiyegbeni,m,17,nigeria,2000,football men's football,na
efe ajagba,m,22,nigeria,2016,boxing men's super-heavyweight,na
mozafar ajali,m,29,iran,1992,weightlifting men's heavyweight ii,na
irene ajambo,f,17,uganda,2004,weightlifting women's light-heavyweight,na
oluwafemi junior ajayi,m,20,nigeria,2016,football men's football,bronze
kikelomo ajayi,f,23,nigeria,2000,football women's football,na
astrit ajdarevi,m,26,sweden,2016,football men's football,na
geard ajetovi,m,19,serbia and montenegro,2000,boxing men's welterweight,na
ebenezer oluwafemi femi ajilore,m,23,nigeria,2008,football men's football,silver
zita ajkler,f,25,hungary,2000,athletics women's long jump,na
zita ajkler,f,29,hungary,2004,athletics women's long jump,na
olusegun ajose,m,20,nigeria,2000,boxing men's light-welterweight,na
chioma ajunwa (-opara),f,24,nigeria,1996,athletics women's 100 metres,na
chioma ajunwa (-opara),f,24,nigeria,1996,athletics women's long jump,gold
kouadio vincent aka-akesse,m,24,cote d'ivoire,2000,wrestling men's light-heavyweight freestyle,na
kouadio vincent aka-akesse,m,28,france,2004,wrestling men's light-heavyweight freestyle,na
kouadio vincent aka-akesse,m,32,france,2008,wrestling men's heavyweight freestyle,na
yukiko akaba,f,28,japan,2008,athletics women's 5000 metres,na
yukiko akaba,f,28,japan,2008,athletics women's 10000 metres,na
kosei akaishi,m,27,japan,1992,wrestling men's lightweight freestyle,bronze
muideen akanji,m,20,nigeria,2012,boxing men's middleweight,na
ali akbarnejad,m,24,iran,1992,wrestling men's lightweight freestyle,na
egamnazar akbarov,m,28,uzbekistan,2004,judo men's lightweight,na
ahmet akdilek,m,24,turkey,2012,cycling men's road race individual,na
ahmet akdilek,m,24,turkey,2012,cycling men's individual time trial,na
anne carita kerblom (-vainio-),f,31,finland,1992,judo women's heavyweight,na
michelle anne akers,f,30,united states,1996,football women's football,gold
sezer akgl,m,20,turkey,2008,wrestling men's featherweight freestyle,na
taha akgl,m,21,turkey,2012,wrestling men's super-heavyweight freestyle,na
taha akgl,m,25,turkey,2016,wrestling men's super-heavyweight freestyle,gold
joseph mukuku akhasamba,m,29,kenya,1992,boxing men's heavyweight,na
adkhamdzhon akhilov,m,20,uzbekistan,1996,wrestling men's flyweight freestyle,na
adkhamdzhon akhilov,m,24,uzbekistan,2000,wrestling men's bantamweight freestyle,na
akhat akhirov,m,26,kazakhstan,1996,judo men's lightweight,na
sergey akhirov,m,31,kazakhstan,1996,judo men's half-lightweight,na
murodzhon kakharovich akhmadaliyev,m,21,uzbekistan,2016,boxing men's bantamweight,bronze
bakhtiyar shakhabutdinovich akhmedov,m,21,russia,2008,wrestling men's super-heavyweight freestyle,silver
bakhyt beshimbekovich akhmetov,m,21,kyrgyzstan,2000,weightlifting men's middle-heavyweight,na
bakhyt beshimbekovich akhmetov,m,25,kazakhstan,2004,weightlifting men's middle-heavyweight,na
bakhyt beshimbekovich akhmetov,m,29,kazakhstan,2008,weightlifting men's heavyweight,na
shabana akhtar,f,24,pakistan,1996,athletics women's long jump,na
tadahiro akiba,m,20,japan,1996,football men's football,na
mercy akide (-udoh),f,25,nigeria,2000,football women's football,na
mercy akide (-udoh),f,28,nigeria,2004,football women's football,na
mildred akinyi milka alango,f,19,kenya,2008,taekwondo women's flyweight,na
mobolaji iyabode akiode,f,22,nigeria,2004,basketball women's basketball,na
malika al-akkaoui,f,24,morocco,2012,athletics women's 800 metres,na
malika al-akkaoui,f,28,morocco,2016,athletics women's 800 metres,na
malika al-akkaoui,f,28,morocco,2016,athletics women's 1500 metres,na
khadzhimurat magomedovich akkayev,m,19,russia,2004,weightlifting men's middle-heavyweight,silver
khadzhimurat magomedovich akkayev,m,23,russia,2008,weightlifting men's middle-heavyweight,bronze
joshua emmanuel josh akognon,m,30,nigeria,2016,basketball men's basketball,na
eric akogyiram,m,23,ghana,1992,athletics men's 100 metres,na
charles kwablan akonnor,m,22,ghana,1996,football men's football,na
kossi casimir akoto,m,23,togo,1992,athletics men's 400 metres,na
kossi casimir akoto,m,27,togo,1996,athletics men's 400 metres,na
artur vladimirovich akoyev,m,26,unified team,1992,weightlifting men's heavyweight ii,silver
daniel akpeyi,m,30,nigeria,2016,football men's football,bronze
maria helene akraka (-henriksson),f,26,sweden,1992,athletics women's 1500 metres,na
nashat akram abid ali,m,19,iraq,2004,football men's football,na
varvara akritidou,f,23,greece,2004,judo women's half-heavyweight,na
merey akshalov,m,20,kazakhstan,2008,boxing men's lightweight,na
serap akta,f,24,turkey,1996,athletics women's marathon,na
serap akta,f,28,turkey,2000,athletics women's marathon,na
shirin akter,f,21,bangladesh,2016,athletics women's 100 metres,na
ohenewa akuffo,f,29,canada,2008,wrestling women's heavyweight freestyle,na
yuliya yurivna akulenko,f,27,ukraine,2004,athletics women's heptathlon,na
noah akwu,m,21,nigeria,2012,athletics men's 200 metres,na
hasan al,m,24,denmark,1996,boxing men's welterweight,na
naser al shami,m,22,syria,2004,boxing men's heavyweight,bronze
hussein al-aameri,m,25,iraq,2016,judo men's half-middleweight,na
abdul rahman hassan al-abdullah,m,18,qatar,1996,athletics men's 800 metres,na
abdullah basheer al-abdullah,m,20,qatar,1992,football men's football,na
saeed ali al-adhreai,m,21,yemen,2004,athletics men's 400 metres,na
fawaz al-ahmad,m,22,kuwait,1992,football men's football,na
salem mouled musa'id al-ahmadi,m,26,saudi arabia,1996,athletics men's triple jump,na
salem mouled musa'id al-ahmadi,m,31,saudi arabia,2000,athletics men's triple jump,na
salem mouled musa'id al-ahmadi,m,34,saudi arabia,2004,athletics men's triple jump,na
mazoon khalfan saleh al-alawi,f,18,oman,2016,athletics women's 100 metres,na
tariq ahmed al-amri,m,25,saudi arabia,2016,athletics men's 5000 metres,na
abdullah mohamed amer al-anbari,m,22,oman,1992,athletics men's 800 metres,na
adel al-anezi,m,23,kuwait,2000,football men's football,na
meshal al-anzi,m,20,kuwait,1992,football men's football,na
ahmad al-aosta,m,23,syria,1992,wrestling men's lightweight freestyle,na
ahmad al-aosta,m,27,syria,1996,wrestling men's lightweight freestyle,na
mohamed juma al-aswad al-makhoun,m,20,united arab emirates,1996,athletics men's 200 metres,na
hamad mubarak al-attiya,m,19,qatar,1992,football men's football,na
khodor munir al-aywan,m,27,lebanon,2000,weightlifting men's light-heavyweight,na
mohamed mutlaq khalaf al-azemi,m,22,kuwait,2004,athletics men's 800 metres,na
mohamed mutlaq khalaf al-azemi,m,26,kuwait,2008,athletics men's 800 metres,na
mohamed mutlaq khalaf al-azemi,m,30,kuwait,2012,athletics men's 800 metres,na
abdul mohsen al-bagir,m,28,saudi arabia,2004,weightlifting men's lightweight,na
jafar al-bagir,m,21,saudi arabia,2004,weightlifting men's lightweight,na
ali mohamed al-balooshi,m,17,united arab emirates,2004,athletics men's 800 metres,na
ayesha shahriyar mohammed al-balooshi,f,24,united arab emirates,2016,weightlifting women's lightweight,na
hamdan awdah al-bishi,m,19,saudi arabia,2000,athletics men's 400 metres,na
hamdan awdah al-bishi,m,23,saudi arabia,2004,athletics men's 400 metres,na
mohamed hamed al-bishi,m,20,saudi arabia,1996,athletics men's 400 metres,na
saleh al-buraiki,m,23,kuwait,2000,football men's football,na
abdal salam al-dabaji,m,25,palestine,2004,athletics men's 800 metres,na
hamoud abdallah said al-dalhami,m,32,oman,2004,athletics men's 200 metres,na
ramy abdelhadi al-deeb,m,23,palestine,2000,athletics men's 20 kilometres walk,na
humaid rashd al-derei,m,21,united arab emirates,2012,judo men's half-lightweight,na
nawaf al-dhafari,m,21,kuwait,1992,football men's football,na
youssef al-dokhi,m,18,kuwait,1992,football men's football,na
abdullah hussein al-dosari,m,27,bahrain,1992,athletics men's 5000 metres,na
abdullah hussein al-dosari,m,27,bahrain,1992,athletics men's 10000 metres,na
bonayan al-dosari,m,23,saudi arabia,1996,weightlifting men's bantamweight,na
khaled al-dosari,m,28,saudi arabia,2000,taekwondo men's heavyweight,na
khamis al-owairan al-dosari,m,22,saudi arabia,1996,football men's football,na
medhadi al-dosari,m,16,saudi arabia,1992,cycling men's road race individual,na
medhadi al-dosari,m,16,saudi arabia,1992,cycling men's 100 kilometres team time trial,na
obeid al-dosari,m,20,saudi arabia,1996,football men's football,na
jamal ahmed youssuf al-doseri,m,22,bahrain,1992,cycling men's road race individual,na
jamal ahmed youssuf al-doseri,m,22,bahrain,1992,cycling men's 100 kilometres team time trial,na
mamdooh husain isa al-doseri,m,20,bahrain,1992,cycling men's 100 kilometres team time trial,na
mohsen hussain al-duhaylib,m,22,saudi arabia,2016,weightlifting men's lightweight,na
hamad al-easa,m,20,kuwait,1992,football men's football,na
salammah al-enazy,m,19,kuwait,1992,football men's football,na
thamer al-enazy,m,22,kuwait,1992,football men's football,na
talal al-enezi,m,22,kuwait,2008,judo men's half-heavyweight,na
basma al-eshosh,f,26,jordan,2004,athletics women's 100 metres,na
khalid ahmed al-estashi,m,18,yemen,1992,athletics men's 10000 metres,na
mohamed al-fararjeh,m,22,jordan,2000,taekwondo men's welterweight,na
bahaa al-farra,m,21,palestine,2012,athletics men's 400 metres,na
nabil mohammed al-garbi,m,18,yemen,2012,athletics men's 1500 metres,na
abdullah al-garni,m,19,saudi arabia,1996,football men's football,na
mohamad al-garni,m,20,qatar,2012,athletics men's 1500 metres,na
rakia al-gassra,f,21,bahrain,2004,athletics women's 100 metres,na
rakia al-gassra,f,25,bahrain,2008,athletics women's 200 metres,na
shinoona salah al-habsi,f,19,oman,2012,athletics women's 100 metres,na
ali al-hadiyah,m,22,kuwait,1992,football men's football,na
hussain jamaan al-hamdah,m,29,saudi arabia,2012,athletics men's 5000 metres,na
ismail salem al-hammadi,m,24,united arab emirates,2012,football men's football,na
khalil ahmed al-hanahneh,m,24,jordan,2004,athletics men's 100 metres,na
khalil ahmed al-hanahneh,m,28,jordan,2008,athletics men's 200 metres,na
ibrahim al-harbi,m,21,saudi arabia,1996,football men's football,na
dalal masfir al-harith,f,16,qatar,2016,athletics women's 400 metres,na
barakat mubarak al-harthi,m,24,oman,2012,athletics men's 100 metres,na
barakat mubarak al-harthi,m,28,oman,2016,athletics men's 100 metres,na
mahmoud awad sress al-hasini,m,25,jordan,1992,athletics men's 5000 metres,na
mahmoud awad sress al-hasini,m,25,jordan,1992,athletics men's 10000 metres,na
mariam mohamed hadj al-hilli,f,16,bahrain,2000,athletics women's 100 metres,na
mohamed abdullah salim al-houti,m,23,oman,1996,athletics men's 200 metres,na
mohamed abdullah salim al-houti,m,28,oman,2000,athletics men's 200 metres,na
nawaf al-humaidan,m,19,kuwait,2000,football men's football,na
salah al-humaidi,m,17,yemen,1992,judo men's extra-lightweight,na
jasem al-huwaidi,m,19,kuwait,1992,football men's football,na
mohamed al-jahani,m,20,saudi arabia,1996,football men's football,na
mohamed al-jalai,m,19,yemen,1992,judo men's lightweight,na
abdullah abdulaziz al-joud,m,37,saudi arabia,2012,athletics men's 5000 metres,na
mohamed ayed al-kafraini,m,25,jordan,2000,athletics men's 800 metres,na
mohamed al-kaledi,m,21,kuwait,1992,football men's football,na
hamdan ismail muhammad al-kamali,m,23,united arab emirates,2012,football men's football,na
esam al-kandari,m,29,kuwait,2000,football men's football,na
obada al-kasbeh,m,22,jordan,2016,boxing men's light-welterweight,na
hajar saeed saad sowaid al-khaldi,f,21,bahrain,2016,athletics women's 100 metres,na
abdullah salem al-khalidi,m,34,oman,1992,athletics men's 200 metres,na
basheer mohamed al-khewani,m,18,yemen,2000,athletics men's 400 metres,na
mohamed saleh al-khilaiwi,m,25,saudi arabia,1996,football men's football,na
hussain al-khodari,m,20,kuwait,1992,football men's football,na
tameem mohammed ahmed al-kubati,m,23,yemen,2012,taekwondo men's flyweight,na
fahad mohammed rashid al-kuwari,m,19,qatar,1992,football men's football,na
sayed mubarak mufta mubarak al-kuwari,m,28,qatar,1992,athletics men's 200 metres,na
zamel essa al-kuwari,m,18,qatar,1992,football men's football,na
sami al-lanqawi,m,20,kuwait,1992,football men's football,na
ramzi al-mahrous,m,22,saudi arabia,2004,weightlifting men's middle-heavyweight,na
falah al-majidi,m,21,kuwait,1992,football men's football,na
maitha bint mohammed bin rashid al-maktoum,f,28,united arab emirates,2008,taekwondo women's welterweight,na
noor hussain al-malki,f,17,qatar,2012,athletics women's 100 metres,na
mohamed amer al-rashed al-malky,m,29,oman,1992,athletics men's 400 metres,na
abdul aziz al-marzoug,m,21,saudi arabia,1996,football men's football,na
nader abdullah al-massri,m,28,palestine,2008,athletics men's 5000 metres,na
ibrahim nasser al-matrooshi,m,22,united arab emirates,1992,athletics men's decathlon,na
ahmed hadib al-moamari bashir,m,19,oman,1992,athletics men's 100 metres,na
mohamed kayed al-mohannadi ,m,19,qatar,1992,football men's football,na
adel mulla al-mulla,m,21,qatar,1992,football men's football,na
riyadh al-mustafa,m,29,bahrain,2004,athletics men's marathon,na
riyadh al-mustafa,m,33,bahrain,2008,athletics men's marathon,na
khalaf al-mutairi,m,21,kuwait,2000,football men's football,na
mohamed ahmed amer  al-nahdi,m,25,united arab emirates,1992,athletics men's 1500 metres,na
danah al-nasrallah,f,16,kuwait,2004,athletics women's 100 metres,na
ali khamis rashid al-neyadi,m,22,united arab emirates,2000,athletics men's 200 metres,na
